PF05019	\N	\N	Coq4	Coenzyme Q (ubiquinone) biosynthesis protein Coq4
PF03471	\N	\N	CorC_HlyC	Transporter associated domain
PF02389	\N	\N	Cornifin	Cornifin (SPRR) family
PF02628	CL0328	2heme_cytochrom	COX15-CtaA	Cytochrome oxidase assembly protein
PF02936	\N	\N	COX4	Cytochrome c oxidase subunit IV
PF03626	\N	\N	COX4_pro	Prokaryotic Cytochrome C oxidase subunit IV 
PF02937	\N	\N	COX6C	Cytochrome c oxidase subunit VIc
PF02935	\N	\N	COX7C	Cytochrome c oxidase subunit VIIc
PF04516	\N	\N	CP2	CP2 transcription factor
PF00118	\N	\N	Cpn60_TCP1	TCP-1/cpn60 chaperonin family
PF02787	\N	\N	CPSase_L_D3	Carbamoyl-phosphate synthetase large chain, oligomerisation domain
PF04969	CL0190	HSP20	CS	CS domain
PF00988	\N	\N	CPSase_sm_chain	Carbamoyl-phosphate synthase small chain, CPSase domain
PF03178	CL0186	Beta_propeller	CPSF_A	CPSF A subunit region
PF00313	CL0021	OB	CSD	'Cold-shock' DNA-binding domain
PF04442	\N	\N	CtaG_Cox11	Cytochrome c oxidase assembly protein CtaG/Cox11
PF01148	CL0234	CTPT	CTP_transf_1	Cytidylyltransferase family
PF04145	\N	\N	Ctr	Ctr copper transporter family
PF00394	CL0026	CU_oxidase	Cu-oxidase	Multicopper oxidase
PF03712	\N	\N	Cu2_monoox_C	Copper type II ascorbate-dependent monooxygenase, C-terminal domain
PF01082	\N	\N	Cu2_monooxygen	Copper type II ascorbate-dependent monooxygenase, N-terminal domain
PF02845	CL0214	UBA	CUE	CUE domain
PF00190	CL0029	Cupin	Cupin_1	Cupin
PF04889	\N	\N	Cwf_Cwc_15	Cwf15/Cwc15 cell cycle control protein
PF04677	CL0265	HIT	CwfJ_C_1	Protein similar to CwfJ C-terminus 1
PF04676	\N	\N	CwfJ_C_2	Protein similar to CwfJ C-terminus 2
PF01705	\N	\N	CX	CX module
PF04673	\N	\N	Cyclase_polyket	Polyketide synthesis cyclase
PF00134	CL0065	Cyclin	Cyclin_N	Cyclin, N-terminal domain
PF02276	CL0317	Multiheme_cytos	CytoC_RC	Photosynthetic reaction centre cytochrome C subunit
PF05038	\N	\N	Cytochrom_B558a	Cytochrome Cytochrome b558 alpha-subunit
PF01820	\N	\N	Dala_Dala_lig_N	D-ala D-ala ligase N-terminus
PF01113	CL0063	NADP_Rossmann	DapB_N	Dihydrodipicolinate reductase, N-terminus
PF01682	\N	\N	DB	DB module
PF05011	\N	\N	DBR1	Lariat debranching enzyme, C-terminal domain
PF03107	CL0006	C1	C1_2	C1 domain
PF00383	CL0109	CDA	dCMP_cyt_deam_1	Cytidine and deoxycytidylate deaminase zinc-binding region
PF05026	\N	\N	DCP2	Dcp2, box A domain
PF03607	\N	\N	DCX	Doublecortin
PF03455	\N	\N	dDENN	dDENN domain
PF02791	\N	\N	DDT	DDT domain
PF00270	CL0023	P-loop_NTPase	DEAD	DEAD/DEAH box helicase
PF00531	CL0041	Death	Death	Death domain
PF04626	\N	\N	DEC-1_C	Dec-1 protein, C terminal region
PF02141	CL0330	AVL9	DENN	DENN (AEX-3) domain
PF00610	\N	\N	DEP	Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)
PF02272	\N	\N	DHHA1	DHHA1 domain
PF04922	CL0111	GT-C	DIE2_ALG10	DIE2/ALG10 family
PF01843	\N	\N	DIL	DIL domain
PF03018	\N	\N	Dirigent	Dirigent-like protein
PF02377	\N	\N	Dishevelled	Dishevelled specific domain
PF02916	CL0060	DNA_clamp	DNA_PPF	DNA polymerase processivity factor
PF01965	CL0014	Glutaminase_I	DJ-1_PfpI	DJ-1/PfpI family
PF00751	\N	\N	DM	DM DNA binding domain
PF01068	CL0078	DNA_ligase	DNA_ligase_A_M	ATP dependent DNA ligase domain
PF04679	\N	\N	DNA_ligase_A_C	ATP dependent DNA ligase C terminal region        
PF04675	\N	\N	DNA_ligase_A_N	DNA ligase N terminus
PF00875	CL0039	HUP	DNA_photolyase	DNA photolyase
PF00136	CL0194	DNA_pol_B-like	DNA_pol_B	DNA polymerase family B
PF03104	CL0219	RNase_H	DNA_pol_B_exo1	DNA polymerase family B, exonuclease domain
PF04081	\N	\N	DNA_pol_delta_4	DNA polymerase delta, subunit 4 
PF00772	\N	\N	DnaB	DnaB-like helicase N terminal domain
PF03796	CL0023	P-loop_NTPase	DnaB_C	DnaB-like helicase C terminal domain
PF00226	CL0392	Chaperone-J	DnaJ	DnaJ domain
PF03351	\N	\N	DOMON	DOMON domain
PF04124	CL0295	Vps51	Dor1	Dor1-like family 
PF04173	CL0131	DoxD-like	DoxD	TQO small subunit DoxD
PF00930	CL0186	Beta_propeller	DPPIV_N	Dipeptidyl peptidase IV (DPP IV) N-terminal region
PF05186	CL0068	RIIa	Dpy-30	Dpy-30 motif
PF01414	CL0001	EGF	DSL	Delta serrate ligand
PF01666	\N	\N	DX	DX module
PF00782	CL0031	Phosphatase	DSPc	Dual specificity phosphatase, catalytic domain
PF00035	CL0196	DSRM	dsrm	Double-stranded RNA binding motif
PF01951	CL0319	SHS2	Archease	Archease protein family (MTH1598/TM1083)
PF02575	\N	\N	YbaB_DNA_bd	YbaB/EbfC DNA-binding family
PF02580	\N	\N	Tyr_Deacylase	D-Tyr-tRNA(Tyr) deacylase
PF02583	\N	\N	Trns_repr_metal	Metal-sensitive transcriptional repressor
PF02588	\N	\N	DUF161	Uncharacterized BCR, YitT family COG1284
PF02639	CL0280	PIN	DUF188	Uncharacterized BCR, YaiI/YqxD family COG1671
PF02641	CL0089	GlnB-like	DUF190	Uncharacterized ACR, COG1993
PF02958	CL0016	PKinase	EcKinase	Ecdysteroid kinase
PF02995	CL0088	Alk_phosphatase	DUF229	Protein of unknown function (DUF229)
PF01697	CL0110	GT-A	Glyco_transf_92	Glycosyltransferase family 92
PF02996	CL0200	Prefoldin	Prefoldin	Prefoldin subunit
PF03080	\N	\N	DUF239	Domain of unknown function (DUF239)
PF03087	CL0133	AT14A-like	DUF241	Arabidopsis protein of unknown function
PF03103	\N	\N	DUF243	Domain of unknown function (DUF243)
PF03140	\N	\N	DUF247	Plant protein of unknown function
PF03141	CL0063	NADP_Rossmann	Methyltransf_29	Putative S-adenosyl-L-methionine-dependent methyltransferase
PF03164	\N	\N	Mon1	Trafficking protein Mon1
PF03194	\N	\N	LUC7	LUC7 N_terminus
PF01657	\N	\N	Stress-antifung	Salt stress response/antifungal
PF03195	\N	\N	DUF260	Protein of unknown function DUF260
PF03268	CL0176	Chemosens_recp	DUF267	Caenorhabditis protein of unknown function, DUF267
PF03269	CL0063	NADP_Rossmann	DUF268	Caenorhabditis protein of unknown function, DUF268
PF03312	\N	\N	DUF272	Protein of unknown function (DUF272)
PF03409	\N	\N	Glycoprotein	Transmembrane glycoprotein
PF03357	CL0235	PspA	Snf7	Snf7
PF03380	\N	\N	DUF282	Caenorhabditis protein of unknown function, DUF282
PF03368	\N	\N	Dicer_dimer	Dicer dimerisation domain
PF03382	CL0022	LRR	DUF285	Mycoplasma protein of unknown function, DUF285
PF01060	\N	\N	DUF290	Transthyretin-like family
PF03478	\N	\N	DUF295	Protein of unknown function (DUF295)
PF03556	\N	\N	Cullin_binding	Cullin binding
PF03619	\N	\N	Solute_trans_a	Organic solute transporter Ostalpha
PF03703	CL0266	PH	bPH_2	Bacterial PH domain
PF03713	CL0044	Ferritin	DUF305	Domain of unknown function (DUF305)
PF03754	CL0405	DNA_b-psBarrel	DUF313	Domain of unknown function (DUF313) 
PF03761	CL0124	Peptidase_PA	DUF316	Domain of unknown function (DUF316) 
PF03777	\N	\N	DUF320	Small secreted domain (DUF320)  
PF03860	\N	\N	DUF326	Domain of Unknown Function (DUF326) 
PF03935	CL0004	Concanavalin	SKN1	Beta-glucan synthesis-associated protein (SKN1)
PF03990	\N	\N	DUF348	Domain of unknown function (DUF348)     
PF03993	\N	\N	DUF349	Domain of Unknown Function (DUF349)
PF04008	\N	\N	Adenosine_kin	Adenosine specific kinase
PF04013	CL0098	SPOUT	Methyltrn_RNA_2	Putative SAM-dependent RNA methyltransferase
PF04020	\N	\N	DUF360	Membrane protein of unknown function
PF04037	\N	\N	DUF382	Domain of unknown function (DUF382) 
PF04075	CL0336	FMN-binding	DUF385	Domain of unknown function (DUF385) 
PF04087	\N	\N	DUF389	Domain of unknown function (DUF389) 
PF04155	\N	\N	Ground-like	Ground-like domain
PF04241	\N	\N	DUF423	Protein of unknown function (DUF423)
PF04255	\N	\N	DUF433	Protein of unknown function (DUF433)
PF01862	\N	\N	PvlArgDC	Pyruvoyl-dependent arginine decarboxylase (PvlArgDC)
PF04332	CL0292	LysE	DUF475	Protein of unknown function (DUF475)
PF04720	CL0236	PDDEXK	DUF506	Protein of unknown function (DUF506) 
PF04784	\N	\N	DUF547	Protein of unknown function, DUF547
PF04484	\N	\N	DUF566	Family of unknown function (DUF566) 
PF04526	\N	\N	DUF568	Protein of unknown function (DUF568)
PF04502	\N	\N	DUF572	Family of unknown function (DUF572) 
PF04504	\N	\N	DUF573	Protein of unknown function, DUF573
PF04535	CL0396	Marvel-like	DUF588	Domain of unknown function (DUF588)
PF01883	CL0232	NifU	DUF59	Domain of unknown function DUF59
PF04547	CL0416	Anoctamin-like	Anoctamin	Calcium-activated chloride channel
PF04576	\N	\N	Zein-binding	Zein-binding
PF04642	\N	\N	DUF601	Protein of unknown function, DUF601
PF04641	CL0229	RING	Rtf2	Rtf2 RING-finger
PF04652	\N	\N	DUF605	Vta1 like
PF04678	\N	\N	DUF607	Protein of unknown function, DUF607
PF04685	CL0059	6_Hairpin	DUF608	Protein of unknown function, DUF608
PF04727	\N	\N	ELMO_CED12	ELMO/CED-12 family
PF04747	\N	\N	DUF612	Protein of unknown function, DUF612
PF04749	\N	\N	PLAC8	PLAC8 family
PF04759	\N	\N	DUF617	Protein of unknown function, DUF617
PF04818	\N	\N	CTD_bind	RNA polymerase II-binding domain.
PF04789	CL0192	GPCR_A	DUF621	Protein of unknown function (DUF621)
PF04802	\N	\N	SMK-1	Component of IIS longevity pathway SMK-1
PF04783	\N	\N	DUF630	Protein of unknown function (DUF630)
PF01683	\N	\N	EB	EB module
PF04782	\N	\N	DUF632	Protein of unknown function (DUF632)
PF04826	CL0020	TPR	Arm_2	Armadillo-like
PF04859	\N	\N	DUF641	Plant protein of unknown function (DUF641)
PF04884	\N	\N	DUF647	Vitamin B6 photo-protection and homoeostasis
PF04900	CL0280	PIN	Fcf1	Fcf1
PF04949	\N	\N	Transcrip_act	Transcriptional activator
PF04950	\N	\N	DUF663	Protein of unknown function (DUF663)
PF05057	CL0028	AB_hydrolase	DUF676	Putative serine esterase (DUF676)
PF05097	\N	\N	DUF688	Protein of unknown function (DUF688)
PF05108	\N	\N	DUF690	Protein of unknown function (DUF690)
PF05127	CL0023	P-loop_NTPase	Helicase_RecD	Helicase
PF05129	CL0167	Zn_Beta_Ribbon	Elf1	Transcription elongation factor Elf1 like
PF05197	\N	\N	TRIC	TRIC channel
PF01031	\N	\N	Dynamin_M	Dynamin central region
PF03028	\N	\N	Dynein_heavy	Dynein heavy chain and region D6 of dynein motor
PF04261	CL0032	Dim_A_B_barrel	Dyp_perox	Dyp-type peroxidase family 
PF02221	CL0532	LIG	E1_DerP2_DerF2	ML domain
PF03271	\N	\N	EB1	EB1-like C-terminal motif
PF05009	\N	\N	EBV-NA3	Epstein-Barr virus nuclear antigen 3 (EBNA-3)
PF00679	CL0437	EF-G_C	EFG_C	Elongation factor G C-terminus
PF03764	CL0329	S5	EFG_IV	Elongation factor G, domain IV
PF00036	CL0220	EF_hand	EF-hand_1	EF hand
PF04189	\N	\N	Gcd10p	Gcd10p family
PF03610	CL0245	EDD	EIIA-man	PTS system fructose IIA component
PF01448	\N	\N	ELM2	ELM2 domain
PF02990	\N	\N	EMP70	Endomembrane protein 70
PF01223	CL0263	His-Me_finger	Endonuclease_NS	DNA/RNA non-specific endonuclease
PF00812	CL0026	CU_oxidase	Ephrin	Ephrin
PF05139	\N	\N	Erythro_esteras	Erythromycin esterase
PF04800	\N	\N	ETC_C1_NDUFA4	ETC complex I subunit conserved region
PF04716	\N	\N	ETC_C1_NDUFA5	ETC complex I subunit conserved region
PF04621	\N	\N	ETS_PEA3_N	PEA3 subfamily ETS-domain transcription factor N terminal domain
PF04777	\N	\N	Evr1_Alr	Erv1 / Alr family
PF03372	CL0530	DNase_I-like	Exo_endo_phos	Endonuclease/Exonuclease/phosphatase family
PF02609	\N	\N	Exonuc_VII_S	Exonuclease VII small subunit
PF00929	CL0219	RNase_H	RNase_T	Exonuclease
PF03016	\N	\N	Exostosin	Exostosin family
PF03124	\N	\N	EXS	EXS family
PF04554	\N	\N	Extensin_2	Extensin-like region
PF00646	CL0271	F-box	F-box	F-box domain
PF00754	CL0202	GBD	F5_F8_type_C	F5/8 type C domain
PF00487	\N	\N	FA_desaturase	Fatty acid desaturase
PF02913	CL0277	FAD-oxidase_C	FAD-oxidase_C	FAD linked oxidases, C-terminal domain
PF01565	CL0077	FAD_PCMH	FAD_binding_4	FAD binding domain 
PF00970	CL0076	FAD_Lum_binding	FAD_binding_6	Oxidoreductase FAD-binding domain
PF03441	\N	\N	FAD_binding_7	FAD binding domain of DNA photolyase
PF03101	CL0274	WRKY-GCM1	FAR1	FAR1 DNA-binding domain
PF04300	CL0202	GBD	FBA	F-box associated region
PF00611	\N	\N	FCH	Fes/CIP4, and EFC/F-BAR homology domain
PF00111	CL0486	Fer2	Fer2	2Fe-2S iron-sulfur cluster binding domain
PF01799	CL0486	Fer2	Fer2_2	[2Fe-2S] binding domain
PF04324	\N	\N	Fer2_BFD	BFD-like [2Fe-2S] binding domain
PF00037	CL0344	4Fe-4S	Fer4	4Fe-4S binding domain
PF00210	CL0044	Ferritin	Ferritin	Ferritin-like domain
PF01839	CL0186	Beta_propeller	FG-GAP	FG-GAP repeat
PF02181	\N	\N	FH2	Formin Homology 2 Domain
PF02661	\N	\N	Fic	Fic/DOC family
PF00254	\N	\N	FKBP_C	FKBP-type peptidyl-prolyl cis-trans isomerase
PF01003	\N	\N	Flavi_capsid	Flavivirus capsid protein C
PF02832	\N	\N	Flavi_glycop_C	Flavivirus glycoprotein, immunoglobulin-like domain
PF00869	CL0543	Viral_gly_cn_dm	Flavi_glycoprot	Flavivirus glycoprotein, central and dimerisation domains
PF00949	CL0124	Peptidase_PA	Peptidase_S7	Peptidase S7, Flavivirus NS3 serine protease 
PF01004	\N	\N	Flavi_M	Flavivirus envelope glycoprotein M
PF00948	\N	\N	Flavi_NS1	Flavivirus non-structural Protein NS1 
PF01005	\N	\N	Flavi_NS2A	Flavivirus non-structural protein NS2A
PF01002	\N	\N	Flavi_NS2B	Flavivirus non-structural protein NS2B
PF01613	CL0336	FMN-binding	Flavin_Reduct	Flavin reductase like domain
PF00258	CL0042	Flavoprotein	Flavodoxin_1	Flavodoxin
PF04500	CL0274	WRKY-GCM1	FLYWCH	FLYWCH zinc finger domain
PF03358	CL0042	Flavoprotein	FMN_red	NADPH-dependent FMN reductase
PF02434	CL0110	GT-A	Fringe	Fringe-like
PF01534	CL0192	GPCR_A	Frizzled	Frizzled/Smoothened family membrane region
PF01827	\N	\N	FTH	FTH domain
PF01913	\N	\N	FTR	Formylmethanofuran-tetrahydromethanopterin formyltransferase
PF02741	\N	\N	FTR_C	FTR, proximal lobe
PF01728	CL0063	NADP_Rossmann	FtsJ	FtsJ-like methyltransferase
PF02687	CL0404	BPD_transp_1	FtsX	FtsX-like permease family
PF04082	CL0507	Fungal_trans	Fungal_trans	Fungal specific transcription factor domain 
PF01363	CL0390	zf-FYVE-PHD	FYVE	FYVE zinc finger
PF01392	\N	\N	Fz	Fz domain
PF01585	CL0449	G-PATCH	G-patch	G-patch domain
PF01019	CL0052	NTN	G_glu_transpept	Gamma-glutamyltranspeptidase
PF04114	\N	\N	Gaa1	Gaa1-like, GPI transamidase component 
PF01590	CL0161	GAF	GAF	GAF domain
PF01140	CL0074	Matrix	Gag_MA	Matrix protein (MA), p15
PF01141	\N	\N	Gag_p12	Gag polyprotein, inner coat protein p12
PF02140	\N	\N	Gal_Lectin	Galactose binding lectin domain
PF03127	\N	\N	GAT	GAT domain
PF00320	CL0167	Zn_Beta_Ribbon	GATA	GATA zinc finger
PF00117	CL0014	Glutaminase_I	GATase	Glutamine amidotransferase class-I
PF02934	\N	\N	GatB_N	GatB/GatE catalytic domain
PF02637	CL0279	GatB_YqeY	GatB_Yqey	GatB domain
PF03615	CL0274	WRKY-GCM1	GCM	GCM motif protein
PF03074	CL0286	GCS	GCS	Glutamate-cysteine ligase
PF03009	CL0384	PLC	GDPD	Glycerophosphoryl diester phosphodiesterase family
PF00626	CL0092	ADF	Gelsolin	Gelsolin repeat
